Function,Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Mean,Std_Dev
1,8.412825991399586e-12,1.4665602066088468e-11,4.035882739117369e-12,7.332801033044234e-12,9.094947017729282e-12,7.048583938740194e-12,4.9396930990042165e-11,1.0800249583553523e-12,2.205524651799351e-11,3.581135388230905e-12,1.0231815394945443e-12,9.322320693172514e-12,1.5859313862165436e-11,5.172751116333529e-12,3.751665644813329e-12,5.161382432561368e-11,2.262368070660159e-11,7.73070496506989e-12,1.8815171642927453e-11,5.286437954055145e-12,1.807620719773695e-11,4.320099833421409e-12,9.259792932425626e-11,2.3987922759260982e-11,8.526512829121202e-12,7.048583938740194e-12,1.0061285138363019e-11,2.7284841053187847e-12,6.536993168992922e-12,1.0129497240995988e-10,1.8102734126538658e-11,2.4238426323199826e-11
2,3.536894155331538e-08,2.728995696088532e-09,1.659270765230758e-08,9.671566658653319e-09,1.762600732035935e-08,1.8232981346955057e-08,4.292422772778082e-08,5.3741359806736e-08,6.780510375392623e-08,9.07200103483774e-07,3.1280592338589486e-08,2.5063911834877217e-08,1.9229787540098187e-08,1.115114400818129e-08,3.0079820589890005e-07,2.030702717092936e-08,9.923951438395306e-09,1.6913674016905134e-07,1.138886318585719e-08,4.767605332745006e-08,2.9813804758305196e-08,3.751296162590734e-08,2.1373750769271282e-08,1.4686975191580132e-08,1.286684891965706e-07,2.69125791874103e-07,1.8059949979942758e-08,5.132773139848723e-08,2.2172571334522218e-08,4.238279416313162e-08,8.17657697401349e-08,1.688533916077244e-07
3,53.327217096610525,43.33058607972282,43.77544270965609,68.4251068106596,54.644647195390576,74.67846493418824,55.71429140843168,69.35211970715318,47.330561257194404,62.58214334533341,59.557563048056295,45.676598877887045,68.54718710201598,50.76889621913665,65.24221165428617,48.37262353550841,59.247514500676516,65.81855695483716,67.86304429386041,50.34010696817177,58.20131791822962,78.49822387351628,52.97811410682857,41.333299949527486,70.28815169925815,26.471185130118897,47.94572068179832,43.574607962031905,22.979820939685624,49.11027470137253,54.86585335537147,12.879208359002071
4,31.83855339701165,53.72764784243134,44.77296563124162,48.75281701855636,39.79809871533439,82.58052341810844,11.93949860959924,78.60114732825991,28.853742035498158,29.848716251408177,44.773006024937786,41.7881136945291,70.64174430489322,76.61122921473498,24.873931041582523,17.909247914399543,63.67714233011213,46.76291910111581,35.81844535942935,63.676857554997355,46.762919100984845,54.72242402745053,48.752756245397336,30.84366014967361,48.75281701842914,18.904186774662776,67.30595364153464,79.5960861886482,66.66183662894821,61.362328674544415,48.69704384128182,19.17890513835399
5,1330.027005041712,1474.8286966349806,1015.11921289148,784.5056651521993,1900.2873021585115,1305.2131625902566,1567.5353507302275,1407.597315588574,879.4885907236262,8.999328747030745,1633.0168580708423,1036.4079069198278,629.4958966274307,1289.557484820366,1032.6603246035081,453.4048020156847,509.58432786189496,1142.0450081380125,1572.7763937840855,1475.197053445806,1574.4966568473878,785.9398280134715,213.33759385378016,1384.1328660186882,1871.737956338402,1546.1204530816508,1815.0290486959593,417.41154802435676,1673.1280703004581,2161.031029818957,1196.3370912513055,527.7587277288136
6,11.21642795210255,10.08175770580533,2.207000437117358,1.5852949087156958,1.1671227633189574,1.2038886904767878,18.022019173639137,39.55201827234373,38.756851573934,19.771301299973402,12.383764620884904,1.1843134328889846,4.9132517317329985,5.355402195871875,2.6862934761834367,48.609477725327,14.2540580731727,8.111503847596168,8.183281591324885,13.240237488284947,1.266718429635148,2.703577090017234,2.2809407613533494,20.20430300932071,2.6717638390032334,5.571694836755569,24.109782939502338,10.611203521802963,9.201236313598883,15.469169182469614,11.885855229471796,12.040023180112133
7,135.2928500245639,232.64806084586507,38.500713016455165,109.14958827980308,168.57169463255514,80.31449029024043,141.71361232660274,119.63444977799645,123.98451222968697,83.84758802457281,111.03715824648089,108.96165528813799,122.28947986454477,87.46351504205131,92.7248001741782,134.712820615297,209.22886231601296,31.47085269242757,76.96593261894623,106.49563163658831,52.52615035362169,86.25411036445121,80.88099229562386,241.9461981618374,129.2502797987372,39.18528363910286,72.635688420321,145.9821011511999,236.85695374203124,117.79962996784525,117.27752186125927,54.93561302506422
8,22.118781163312633,34.988535540237535,57.696524765397044,34.28372099658736,25.00906101887267,26.469138322345316,34.55869161209239,23.723830535663183,37.192188356944826,29.24889303592272,32.672835920835496,25.186074553354956,26.04839256764717,24.392584517941486,31.209695297478447,29.941981052183564,31.14265306502375,27.50703695223865,22.838835014226333,24.796236227138706,25.755840462532888,26.558412964871422,29.198815067994474,31.156300045553508,14.493485423208767,26.91042409101874,29.150003528374782,31.899812163477236,3.228585034929438,25.91201460909815,28.176312796883455,8.380180521034543
9,229.28438276791894,229.2843827828956,229.28438281168428,229.2843828200248,229.2843827829961,229.2843827300294,229.2843827651218,229.28438283447986,229.28438274874952,229.28438275321014,229.28438284372305,229.2843827191582,229.28438274320615,229.28438275356348,229.28438274773225,229.28438278523208,229.28438273286474,229.28438279401325,200.00000454792598,229.2843828443647,229.28438279433476,229.28438272301082,229.2843827216402,229.28438277409714,200.0000078113667,229.28438273276106,229.2843827882757,229.28438273154325,229.28438282881052,229.28438275701228,227.33209099905818,7.304806932891757
10,824.5972295792762,277.4316176690936,231.96368309058107,263.6393535257721,100.38169763006908,236.42367142288003,796.4127963819733,622.6799427996807,101.12431905796257,1004.5541537741424,955.7421460130699,1036.0867644249697,920.1287976612448,101.27182130696565,612.5678212169105,1118.0014101719307,581.1375468773654,630.5361838304516,102.03260415308387,100.76807450396518,1049.682116781748,484.51972479448796,245.2846918187338,992.9202791753928,100.47448438044557,389.4940437780451,100.56454881586433,363.67876158184845,1106.1331824445615,1002.7120533082289,548.4315173990251,369.90470330556985
